Fecha (dd/mm/aaaa),Tasa de cambio representativa del mercado (TRM)
42507,3007.74
42508,3020.89
42509,3031.48
42510,3056.06
42511,3047.99
42512,3047.99
42513,3047.99
42514,3058.25
42515,3059.92
42516,3061.89
42517,3054.6
42518,3069.17
42519,3069.17
42520,3069.17
42521,3069.17
42522,3089.65
42523,3117.83
42524,3110.88
42525,3017.71
42526,3017.71
42527,3017.71
42528,3017.71
42529,2950.95
42530,2905.23
42531,2942.13
42532,2969.83
42533,2969.83
42534,2969.83
42535,2990.35
42536,3003.28
42537,2989.56
42538,3019.12
42539,3010.91
42540,3010.91
42541,3010.91
42542,2972.97
42543,2976.29
42544,2944.06
42545,2897.53
42546,2972.92
42547,2972.92
42548,2972.92
42549,3022.78
42550,3005.18
42551,2916.15
42552,2919.01
42553,2914.38
42554,2914.38
42555,2914.38
42556,2914.38
42557,2966.87
42558,3003.2
42559,2986.49
42560,2952.64
42561,2952.64
42562,2952.64
42563,2929.81
42564,2911.91
42565,2936.53
42566,2923.07
42567,2923.46
42568,2923.46
42569,2923.46
42570,2928.3
42571,2931.08
42572,2931.08
42573,2928.67
42574,2942.65
42575,2942.65
42576,2942.65
42577,2997.25
42578,3055.15
42579,3073.52
42580,3091.78
42581,3081.75
42582,3081.75
42583,3081.75
42584,3090.28
42585,3084.81
42586,3110.43
42587,3079.83
42588,3052.8
42589,3052.8
42590,3052.8
42591,2992.5
42592,2974.31
42593,2954.9
42594,2911.26
42595,2908.67
42596,2908.67
42597,2908.67
42598,2908.67
42599,2905.3
42600,2918.07
42601,2884.02
42602,2867.37
42603,2867.37
42604,2867.37
42605,2883.89
42606,2909.1
42607,2938.28
42608,2915.67
42609,2882.69
42610,2882.69
42611,2882.69
42612,2924.29
42613,2933.82
42614,2956.53
42615,2986.36
42616,2957.56
42617,2957.56
42618,2957.56
42619,2957.56
42620,2887.64
42621,2840.38
42622,2846.13
42623,2899.29
42624,2899.29
42625,2899.29
42626,2942.29
42627,2976.19
42628,2972.65
42629,2938.5
42630,2956.58
42631,2956.58
42632,2956.58
42633,2928.18
42634,2911.11
42635,2894.15
42636,2862.52
42637,2917.95
42638,2917.95
42639,2917.95
42640,2917.58
42641,2921.99
42642,2914.11
42643,2879.95
42644,2880.08
42645,2880.08
42646,2880.08
42647,2937.23
42648,2963.06
42649,2964.93
42650,2924.8
42651,2913.96
42652,2913.96
42653,2913.96
42654,2913.96
42655,2919.51
42656,2919.18
42657,2930.78
42658,2915.67
42659,2915.67
42660,2915.67
42661,2915.67
42662,2905.93
42663,2914.15
42664,2934.03
42665,2944.25
42666,2944.25
42667,2944.25
42668,2929.83
42669,2941.34
42670,2965.18
42671,2966.61
42672,2967.66
42673,2967.66
42674,2967.66
42675,2998.55
42676,3026.68
42677,3070.54
42678,3071.12
42679,3070.4
42680,3070.4
42681,3070.4
42682,3070.4
42683,2984.78
42684,3012.12
42685,3100.12
42686,3100.12
42687,3100.12
42688,3100.12
42689,3100.12
42690,3124.91
42691,3131.11
42692,3135.65
42693,3163.49
42694,3163.49
42695,3163.49
42696,3144.72
42697,3139.76
42698,3187.97
42699,3187.97
42700,3170.64
42701,3170.64
42702,3170.64
42703,3142.2
42704,3165.09
42705,3085.6
42706,3068.34
42707,3061.04
42708,3061.04
42709,3061.04
42710,3049.47
42711,3015.47
42712,2989.71
42713,2989.71
42714,3002.8
42715,3002.8
42716,3002.8
42717,2984.02
42718,2982.29
42719,2964.56
42720,3000.47
42721,2997.2
42722,2997.2
42723,2997.2
42724,3019.44
42725,2988.06
42726,2989.14
42727,2996.03
42728,2996.6
42729,2996.6
42730,2996.6
42731,2996.6
42732,2992.81
42733,3019.72
42734,3000.71
42735,3000.71
42736,3000.71
42737,3000.71
42738,3000.71
42739,2981.06
42740,2965.36
42741,2941.08
42742,2919.01
42743,2919.01
42744,2919.01
42745,2919.01
42746,2949.6
42747,2980.8
42748,2930.19
42749,2935.96
42750,2935.96
42751,2935.96
42752,2935.96
42753,2924.77
42754,2934.58
42755,2938.24
42756,2927.91
42757,2927.91
42758,2927.91
42759,2908.53
42760,2932.01
42761,2927.53
42762,2936.72
42763,2930.17
42764,2930.17
42765,2930.17
42766,2936.66
42767,2921.9
42768,2906.78
42769,2882.2
42770,2855.8
42771,2855.8
42772,2855.8
42773,2853.99
42774,2867.76
42775,2879.49
42776,2862.63
42777,2851.98
42778,2851.98
42779,2851.98
42780,2875.46
42781,2867.64
42782,2876.03
42783,2875.68
42784,2902.81
42785,2902.81
42786,2902.81
42787,2902.81
42788,2902.68
42789,2893.55
42790,2871.67
42791,2886.52
42792,2886.52
42793,2886.52
42794,2896.27
42795,2919.17
42796,2935.75
42797,2960.91
42798,2977.43
42799,2977.43
42800,2977.43
42801,2966.67
42802,2972.44
42803,2987.88
42804,3004.43
42805,2980.83
42806,2980.83
42807,2980.83
42808,2987.93
42809,2997.73
42810,2972.61
42811,2923.96
42812,2912.53
42813,2912.53
42814,2912.53
42815,2912.53
42816,2904.87
42817,2936.82
42818,2921.25
42819,2899.94
42820,2899.94
42821,2899.94
42822,2913.48
42823,2911.99
42824,2888.02
42825,2880.24
42826,2885.57
42827,2885.57
42828,2885.57
42829,2866.87
42830,2869.32
42831,2857.65
42832,2853.1
42833,2858
42834,2858
42835,2858
42836,2867.13
42837,2868.6
42838,2872.55
42839,2872.55
42840,2872.55
42841,2872.55
42842,2872.55
42843,2854.89
42844,2837.9
42845,2856.48
42846,2863.39
42847,2868.89
42848,2868.89
42849,2868.89
42850,2871.98
42851,2899.13
42852,2928.07
42853,2944.31
42854,2947.85
42855,2947.85
42856,2947.85
42857,2947.85
42858,2945.53
42859,2930.17
42860,2967.44
42861,2961.78
42862,2961.78
42863,2961.78
42864,2959.26
42865,2967.24
42866,2949.35
42867,2933.92
42868,2918.69
42869,2918.69
42870,2918.69
42871,2883.87
42872,2873.22
42873,2893.4
42874,2932.16
42875,2889.45
42876,2889.45
42877,2889.45
42878,2895.12
42879,2904.61
42880,2905.29
42881,2911.66
42882,2913.47
42883,2913.47
42884,2913.47
42885,2913.47
42886,2920.42
42887,2921
42888,2895.73
42889,2894.72
42890,2894.72
42891,2894.72
42892,2895.85
42893,2893.76
42894,2907.1
42895,2919.82
42896,2919.58
42897,2919.58
42898,2919.58
42899,2929.2
42900,2933.13
42901,2924.75
42902,2953.83
42903,2961.68
42904,2961.68
42905,2961.68
42906,2961.68
42907,3029.53
42908,3053.9
42909,3035.83
42910,3010.68
42911,3010.68
42912,3010.68
42913,3010.68
42914,3025.28
42915,3023.64
42916,3038.26
42917,3050.43
42918,3050.43
42919,3050.43
42920,3050.43
42921,3050.43
42922,3068.93
42923,3084.19
42924,3092.65
42925,3092.65
42926,3092.65
42927,3067.33
42928,3067.73
42929,3052.3
42930,3043.6
42931,3019.56
42932,3019.56
42933,3019.56
42934,3030.6
42935,3013.26
42936,3010
42937,3010
42938,3010.77
42939,3010.77
42940,3010.77
42941,3023.67
42942,3026.55
42943,3026.22
42944,3002.94
42945,2995.23
42946,2995.23
42947,2995.23
42948,2997.59
42949,2973.03
42950,2964.66
42951,2954.54
42952,2974.39
42953,2974.39
42954,2974.39
42955,2974.39
42956,2994.62
42957,3011.14
42958,2994.85
42959,2984.99
42960,2984.99
42961,2984.99
42962,2966.54
42963,2974.7
42964,2967.32
42965,2980.03
42966,2994.39
42967,2994.39
42968,2994.39
42969,2994.39
42970,2986.83
42971,2986.88
42972,2972.98
42973,2933.96
42974,2933.96
42975,2933.96
42976,2934.23
42977,2940.35
42978,2937.09
42979,2948.09
42980,2936.07
42981,2936.07
42982,2936.07
42983,2936.07
42984,2923.49
42985,2919.5
42986,2907.96
42987,2909.15
42988,2909.15
42989,2909.15
42990,2916.1
42991,2923.03
42992,2909.52
42993,2905.98
42994,2897.83
42995,2897.83
42996,2897.83
42997,2906.06
42998,2904.6
42999,2893.18
43000,2913.96
43001,2900.73
43002,2900.73
43003,2900.73
43004,2924.57
43005,2930.7
43006,2940.66
43007,2941.07
43008,2936.67
43009,2936.67
43010,2936.67
43011,2949.33
43012,2953.81
43013,2945.59
43014,2926.82
43015,2942.19
43016,2942.19
43017,2942.19
43018,2942.19
43019,2947.06
43020,2953.77
43021,2949.69
43022,2932.05
43023,2932.05
43024,2932.05
43025,2932.05
43026,2944.27
43027,2935.66
43028,2921.92
43029,2936.66
43030,2936.66
43031,2936.66
43032,2947.69
43033,2971.36
43034,2989.39
43035,3008.8
43036,3009.85
43037,3009.85
43038,3009.85
43039,3011.44
43040,3039.19
43041,3038.56
43042,3054.38
43043,3055.57
43044,3055.57
43045,3055.57
43046,3055.57
43047,3026.94
43048,3017.78
43049,3015.52
43050,3004.88
43051,3004.88
43052,3004.88
43053,3004.88
43054,3016.7
43055,3023.88
43056,3015.79
43057,3003.19
43058,3003.19
43059,3003.19
43060,3011.32
43061,3001.07
43062,2982.73
43063,2982.73
43064,2976.39
43065,2976.39
43066,2976.39
43067,2986.84
43068,3003.94
43069,3006.09
43070,3006.04
43071,3005.76
43072,3005.76
43073,3005.76
43074,2993.49
43075,2996.53
43076,3007.07
43077,3016.18
43078,3016.18
43079,3016.18
43080,3016.18
43081,3013.99
43082,3029.75
43083,3015.41
43084,2999.07
43085,2996.61
43086,2996.61
43087,2996.61
43088,2975.59
43089,2972.05
43090,2965.77
43091,2963.58
43092,2962.14
43093,2962.14
43094,2962.14
43095,2962.14
43096,2962.26
43097,2971.63
43098,2984
43099,2984
43100,2984
43101,2984
43102,2984
43103,2940.94
43104,2908.68
43105,2885.76
43106,2898.32
43107,2898.32
43108,2898.32
43109,2898.32
43110,2914.37
43111,2895.69
43112,2865.79
43113,2855.86
43114,2855.86
43115,2855.86
43116,2855.86
43117,2868.03
43118,2851.13
43119,2836.85
43120,2851.75
43121,2851.75
43122,2851.75
43123,2854.2
43124,2858.5
43125,2820.53
43126,2783.13
43127,2805.12
43128,2805.12
43129,2805.12
43130,2842.67
43131,2844.14
43132,2835.05
43133,2806.67
43134,2832.13
43135,2832.13
43136,2832.13
43137,2843.6
43138,2844.83
43139,2830.89
43140,2862.78
43141,2908.7
43142,2908.7
43143,2908.7
43144,2904.29
43145,2904.71
43146,2895.79
43147,2851.74
43148,2853.16
43149,2853.16
43150,2853.16
43151,2853.16
43152,2862.01
43153,2877.94
43154,2877.04
43155,2849.59
43156,2849.59
43157,2849.59
43158,2849.91
43159,2855.93
43160,2867.94
43161,2879.05
43162,2879.15
43163,2879.15
43164,2879.15
43165,2859.09
43166,2845.05
43167,2858.88
43168,2871.36
43169,2866.93
43170,2866.93
43171,2866.93
43172,2851.84
43173,2848.38
43174,2845.76
43175,2850.04
43176,2852.48
43177,2852.48
43178,2852.48
43179,2852.48
43180,2866.92
43181,2850.69
43182,2857.88
43183,2849.01
43184,2849.01
43185,2849.01
43186,2816.33
43187,2780.04
43188,2780.47
43189,2780.47
43190,2780.47
43191,2780.47
43192,2780.47
43193,2792.96
43194,2778.27
43195,2791.57
43196,2787.36
43197,2791.88
43198,2791.88
43199,2791.88
43200,2781.95
43201,2767.82
43202,2733.24
43203,2710.03
43204,2705.34
43205,2705.34
43206,2705.34
43207,2726.47
43208,2725.66
43209,2705.64
43210,2724.47
43211,2757.96
43212,2757.96
43213,2757.96
43214,2799.45
43215,2785.22
43216,2820.29
43217,2812.83
43218,2806.28
43219,2806.28
43220,2806.28
43221,2809.92
43222,2809.92
43223,2831.99
43224,2857.85
43225,2843.41
43226,2843.41
43227,2843.41
43228,2817.2
43229,2866
43230,2859.51
43231,2822.37
43232,2824.05
43233,2824.05
43234,2824.05
43235,2824.05
43236,2889.87
43237,2865.37
43238,2886.23
43239,2925.67
43240,2925.67
43241,2925.67
43242,2897.37
43243,2851.42
43244,2863.24
43245,2863.12
43246,2887.16
43247,2887.16
43248,2887.16
43249,2887.16
43250,2893.82
43251,2879.32
43252,2889.32
43253,2868.22
43254,2868.22
43255,2868.22
43256,2868.22
43257,2865.37
43258,2828.42
43259,2835.78
43260,2855.8
43261,2855.8
43262,2855.8
43263,2855.8
43264,2857.11
43265,2859.17
43266,2859.78
43267,2890.06
43268,2890.06
43269,2890.06
43270,2919.14
43271,2931.78
43272,2916.49
43273,2944.82
43274,2918.22
43275,2918.22
43276,2918.22
43277,2927.67
43278,2924.1
43279,2934.91
43280,2945.09
43281,2930.8
43282,2930.8
43283,2930.8
43284,2930.8
43285,2909.83
43286,2909.83
43287,2885.53
43288,2867.94
43289,2867.94
43290,2867.94
43291,2881.09
43292,2872.62
43293,2880.1
43294,2882.02
43295,2861.7
43296,2861.7
43297,2861.7
43298,2868.96
43299,2878.28
43300,2876.93
43301,2883.81
43302,2883.81
43303,2883.81
43304,2883.81
43305,2897.73
43306,2898.36
43307,2882.84
43308,2886.21
43309,2880.79
43310,2880.79
43311,2880.79
43312,2875.72
43313,2886.8
43314,2892.62
43315,2904.9
43316,2898.99
43317,2898.99
43318,2898.99
43319,2898.86
43320,2898.86
43321,2908.9
43322,2919.44
43323,2940.95
43324,2940.95
43325,2940.95
43326,2983.93
43327,3002.66
43328,3046.76
43329,3019.55
43330,3024.02
43331,3024.02
43332,3024.02
43333,3024.02
43334,2990.78
43335,2965.45
43336,2980.64
43337,2958.45
43338,2958.45
43339,2958.45
43340,2934.31
43341,2966
43342,2999.57
43343,3027.39
43344,3053.14
43345,3053.14
43346,3053.14
43347,3053.14
43348,3088.47
43349,3100.37
43350,3089.47
43351,3070.15
43352,3070.15
43353,3070.15
43354,3069.49
43355,3087.73
43356,3055.01
43357,3019.38
43358,3026.05
43359,3026.05
43360,3026.05
43361,3013.38
43362,3007.03
43363,3018.63
43364,3014.18
43365,3006.96
43366,3006.96
43367,3006.96
43368,2991.9
43369,3001.88
43370,3000.14
43371,2989.58
43372,2972.18
43373,2972.18
43374,2972.18
43375,2993.74
43376,3005.5
43377,3012.65
43378,3028.16
43379,3031.31
43380,3031.31
43381,3031.31
43382,3031.31
43383,3057.55
43384,3090.3
43385,3087.34
43386,3088.78
43387,3088.78
43388,3088.78
43389,3088.78
43390,3055.93
43391,3056.37
43392,3088.47
43393,3079.88
43394,3079.88
43395,3079.88
43396,3087.58
43397,3110.2
43398,3149.7
43399,3167.18
43400,3185.26
43401,3185.26
43402,3185.26
43403,3188.69
43404,3202.44
43405,3219.85
43406,3193.8
43407,3177.57
43408,3177.57
43409,3177.57
43410,3177.57
43411,3154.55
43412,3140.25
43413,3145.39
43414,3176.89
43415,3176.89
43416,3176.89
43417,3176.89
43418,3197.2
43419,3194.7
43420,3198.29
43421,3173.59
43422,3173.59
43423,3173.59
43424,3178.81
43425,3189.51
43426,3196.26
43427,3196.26
43428,3223.95
43429,3223.95
43430,3223.95
43431,3240.65
43432,3250.56
43433,3274.47
43434,3240.02
43435,3235.27
43436,3235.27
43437,3235.27
43438,3196.15
43439,3174.11
43440,3162.29
43441,3187.86
43442,3153.29
43443,3153.29
43444,3153.29
43445,3176.12
43446,3184.7
43447,3169.36
43448,3178.4
43449,3196.3
43450,3196.3
43451,3196.3
43452,3188.66
43453,3198.45
43454,3216.55
43455,3246.86
43456,3285.34
43457,3285.34
43458,3285.34
43459,3285.51
43460,3285.51
43461,3289.69
43462,3275.01
43463,3249.75
43464,3249.75
43465,3249.75
43466,3249.75
43467,3249.75
43468,3250.01
43469,3241.2
43470,3208.56
43471,3208.56
43472,3208.56
43473,3208.56
43474,3164.75
43475,3128.07
43476,3136.49
43477,3151.49
43478,3151.49
43479,3151.49
43480,3143.22
43481,3137.66
43482,3124.96
43483,3140.19
43484,3120.56
43485,3120.56
43486,3120.56
43487,3120.56
43488,3136.59
43489,3146.14
43490,3160.52
43491,3150.58
43492,3150.58
43493,3150.58
43494,3167.86
43495,3157.52
43496,3163.46
43497,3115.7
43498,3102.61
43499,3102.61
43500,3102.61
43501,3089.4
43502,3094.05
43503,3108.54
43504,3110.46
43505,3115.94
43506,3115.94
43507,3115.94
43508,3132.61
43509,3131.1
43510,3135.56
43511,3155.27
43512,3141.4
43513,3141.4
43514,3141.4
43515,3141.4
43516,3118.36
43517,3112.18
43518,3119.42
43519,3110.29
43520,3110.29
43521,3110.29
43522,3101.41
43523,3095.29
43524,3072.01
43525,3077.35
43526,3091.49
43527,3091.49
43528,3091.49
43529,3093.79
43530,3099.12
43531,3106.16
43532,3120.04
43533,3162.4
43534,3162.4
43535,3162.4
43536,3168.35
43537,3153.2
43538,3145.53
43539,3144.42
43540,3123.28
43541,3123.28
43542,3123.28
43543,3102.25
43544,3095.39
43545,3092.39
43546,3082.45
43547,3126.19
43548,3126.19
43549,3126.19
43550,3126.19
43551,3145.55
43552,3186.43
43553,3190.94
43554,3174.79
43555,3174.79
43556,3174.79
43557,3146.81
43558,3143.36
43559,3128.47
43560,3132.78
43561,3126.2
43562,3126.2
43563,3126.2
43564,3115.22
43565,3105.2
43566,3095.66
43567,3113.91
43568,3109.32
43569,3109.32
43570,3109.32
43571,3136.69
43572,3160.87
43573,3160.48
43574,3160.48
43575,3160.48
43576,3160.48
43577,3160.48
43578,3149.99
43579,3177.94
43580,3213.23
43581,3237.98
43582,3227.79
43583,3227.79
43584,3227.79
43585,3247.72
43586,3233.97
43587,3233.97
43588,3262.17
43589,3240.44
43590,3240.44
43591,3240.44
43592,3254.03
43593,3288.81
43594,3290.12
43595,3293.62
43596,3274.3
43597,3274.3
43598,3274.3
43599,3299.01
43600,3285.14
43601,3295.51
43602,3290.27
43603,3313.72
43604,3313.72
43605,3313.72
43606,3342.21
43607,3344.45
43608,3340.96
43609,3368.76
43610,3358.84
43611,3358.84
43612,3358.84
43613,3358.84
43614,3362.48
43615,3375.29
43616,3357.82
43617,3377.16
43618,3377.16
43619,3377.16
43620,3377.16
43621,3306.37
43622,3296.87
43623,3288.69
43624,3274.72
43625,3274.72
43626,3274.72
43627,3257.06
43628,3249.56
43629,3264.47
43630,3266.72
43631,3270.7
43632,3270.7
43633,3270.7
43634,3286.63
43635,3264.98
43636,3248.91
43637,3202.01
43638,3191.17
43639,3191.17
43640,3191.17
43641,3191.17
43642,3187.15
43643,3177.94
43644,3197.23
43645,3205.67
43646,3205.67
43647,3205.67
43648,3205.67
43649,3211.06
43650,3206.92
43651,3206.92
43652,3217.18
43653,3217.18
43654,3217.18
43655,3207.66
43656,3223.67
43657,3212.91
43658,3197.5
43659,3190.33
43660,3190.33
43661,3190.33
43662,3190.66
43663,3199.72
43664,3189.21
43665,3183.01
43666,3169.51
43667,3169.51
43668,3169.51
43669,3177.76
43670,3188.01
43671,3194.67
43672,3213.09
43673,3233.26
43674,3233.26
43675,3233.26
43676,3262.81
43677,3296.85
43678,3291.79
43679,3329.23
43680,3365.78
43681,3365.78
43682,3365.78
43683,3459.47
43684,3431.28
43685,3431.28
43686,3394.61
43687,3382.71
43688,3382.71
43689,3382.71
43690,3436.26
43691,3407.76
43692,3449.27
43693,3447.76
43694,3441.4
43695,3441.4
43696,3441.4
43697,3441.4
43698,3420.99
43699,3385.28
43700,3376.99
43701,3399.95
43702,3399.95
43703,3399.95
43704,3432.85
43705,3457.89
43706,3477.53
43707,3464.15
43708,3427.29
43709,3427.29
43710,3427.29
43711,3427.29
43712,3438.61
43713,3401.04
43714,3377.39
43715,3361.7
43716,3361.7
43717,3361.7
43718,3368.8
43719,3373.75
43720,3372.48
43721,3359.2
43722,3356.15
43723,3356.15
43724,3356.15
43725,3364.43
43726,3380.92
43727,3377.79
43728,3377.72
43729,3402.32
43730,3402.32
43731,3402.32
43732,3437.78
43733,3438.66
43734,3451.02
43735,3435.71
43736,3462.01
43737,3462.01
43738,3462.01
43739,3477.45
43740,3491.29
43741,3497.34
43742,3467.6
43743,3430.28
43744,3430.28
43745,3430.28
43746,3445.76
43747,3452.57
43748,3454.56
43749,3458.42
43750,3431.46
43751,3431.46
43752,3431.46
43753,3431.46
43754,3451.33
43755,3459.55
43756,3465.35
43757,3428.63
43758,3428.63
43759,3428.63
43760,3442.78
43761,3430.3
43762,3409.29
43763,3387.72
43764,3395.25
43765,3395.25
43766,3395.25
43767,3382.19
43768,3380.9
43769,3389.94
43770,3383.29
43771,3339.19
43772,3339.19
43773,3339.19
43774,3339.19
43775,3318.47
43776,3319.64
43777,3327.02
43778,3341.01
43779,3341.01
43780,3341.01
43781,3341.01
43782,3384.21
43783,3441.89
43784,3452.67
43785,3421.26
43786,3421.26
43787,3421.26
43788,3447.74
43789,3434.49
43790,3445.95
43791,3440.66
43792,3410.77
43793,3410.77
43794,3410.77
43795,3433.94
43796,3469.01
43797,3502.92
43798,3502.92
43799,3522.48
43800,3522.48
43801,3522.48
43802,3508.39
43803,3506.67
43804,3478.57
43805,3459.97
43806,3430.31
43807,3430.31
43808,3430.31
43809,3418.48
43810,3418.61
43811,3387.73
43812,3372.23
43813,3374.29
43814,3374.29
43815,3374.29
43816,3364.24
43817,3347.86
43818,3329.98
43819,3322.38
43820,3325.47
43821,3325.47
43822,3325.47
43823,3316.92
43824,3305.84
43825,3305.84
43826,3281.4
43827,3294.05
43828,3294.05
43829,3294.05
43830,3277.14
43831,3277.14
43832,3277.14
43833,3258.84
43834,3262.05
43835,3262.05
43836,3262.05
43837,3262.05
43838,3264.26
43839,3254.42
43840,3253.89
43841,3272.62
43842,3272.62
43843,3272.62
43844,3288.05
43845,3278.83
43846,3296.74
43847,3313.4
43848,3320.77
43849,3320.77
43850,3320.77
43851,3320.77
43852,3347.91
43853,3337.77
43854,3353.76
43855,3366.01
43856,3366.01
43857,3366.01
43858,3398.4
43859,3392.6
43860,3395.1
43861,3411.45
43862,3423.24
43863,3423.24
43864,3423.24
43865,3401.56
43866,3368.87
43867,3355.44
43868,3378.43
43869,3408.35
43870,3408.35
43871,3408.35
43872,3440.96
43873,3432.89
43874,3394.8
43875,3385.11
43876,3378.29
43877,3378.29
43878,3378.29
43879,3378.29
43880,3410.24
43881,3400.98
43882,3403.5
43883,3398.05
43884,3398.05
43885,3398.05
43886,3431.6
43887,3425.22
43888,3441.88
43889,3507.11
43890,3539.86
43891,3539.86
43892,3539.86
43893,3512.17
43894,3455.56
43895,3458.45
43896,3522.41
43897,3584.58
43898,3584.58
43899,3584.58
43900,3803.6
43901,3780.39
43902,3835.15
43903,4034.66
43904,3941.92
43905,3941.92
43906,3941.92
43907,4099.93
43908,4044.55
43909,4128.38
43910,4153.91
43911,4079.96
43912,4079.96
43913,4079.96
43914,4079.96
43915,4104.9
43916,4086.34
43917,3995.83
43918,4042.8
43919,4042.8
43920,4042.8
43921,4064.81
43922,4054.54
43923,4081.06
43924,4065.5
43925,4008.78
43926,4008.78
43927,4008.78
43928,3978.38
43929,3910.15
43930,3886.79
43931,3886.79
43932,3886.79
43933,3886.79
43934,3886.79
43935,3870.31
43936,3858.21
43937,3920.83
43938,3942.92
43939,3973.06
43940,3973.06
43941,3973.06
43942,3967.76
43943,4045.01
43944,4037.95
43945,4020.94
43946,4039.87
43947,4039.87
43948,4039.87
43949,4039.83
43950,4046.04
43951,3983.29
43952,3932.72
43953,3932.72
43954,3932.72
43955,3932.72
43956,3990.1
43957,3926.07
43958,3961.66
43959,3924.54
43960,3882.27
43961,3882.27
43962,3882.27
43963,3901.34
43964,3880.48
43965,3901.3
43966,3947.79
43967,3926.06
43968,3926.06
43969,3926.06
43970,3851.07
43971,3824.3
43972,3804.12
43973,3774.25
43974,3782.66
43975,3782.66
43976,3782.66
43977,3782.66
43978,3725.56
43979,3743.79
43980,3723.42
43981,3718.82
43982,3718.82
43983,3718.82
43984,3716.35
43985,3651.42
43986,3588.89
43987,3597.47
43988,3565.06
43989,3565.06
43990,3565.06
43991,3599
43992,3643.02
43993,3674.81
43994,3746.46
43995,3758.15
43996,3758.15
43997,3758.15
43998,3758.15
43999,3741.88
44000,3749.03
44001,3760.22
44002,3733.27
44003,3733.27
44004,3733.27
44005,3733.27
44006,3706.06
44007,3722.27
44008,3735.93
44009,3758.91
44010,3758.91
44011,3758.91
44012,3758.91
44013,3756.28
44014,3723.67
44015,3660.18
44016,3645.9
44017,3645.9
44018,3645.9
44019,3633.32
44020,3631.54
44021,3625.61
44022,3633.42
44023,3615.75
44024,3615.75
44025,3615.75
44026,3617.22
44027,3638.22
44028,3611.61
44029,3627.86
44030,3651.93
44031,3651.93
44032,3651.93
44033,3651.93
44034,3628.2
44035,3627.28
44036,3660.15
44037,3690.8
44038,3690.8
44039,3690.8
44040,3679.17
44041,3718.69
44042,3716.89
44043,3739.49
44044,3733.08
44045,3733.08
44046,3733.08
44047,3768.39
44048,3792.98
44049,3775.95
44050,3769.67
44051,3769.67
44052,3769.67
44053,3769.67
44054,3770.22
44055,3749.3
44056,3755.61
44057,3767.05
44058,3783.15
44059,3783.15
44060,3783.15
44061,3783.15
44062,3784.15
44063,3766.73
44064,3792.13
44065,3827.27
44066,3827.27
44067,3827.27
44068,3843.69
44069,3867.32
44070,3846.64
44071,3820.17
44072,3760.38
44073,3760.38
44074,3760.38
44075,3745.41
44076,3683.28
44077,3653.7
44078,3653.23
44079,3702.62
44080,3702.62
44081,3702.62
44082,3702.62
44083,3757.21
44084,3717.25
44085,3700.28
44086,3709
44087,3709
44088,3709
44089,3697
44090,3683.49
44091,3703.86
44092,3714.65
44093,3725.37
44094,3725.37
44095,3725.37
44096,3790.54
44097,3813.3
44098,3863.6
44099,3873.8
44100,3867.81
44101,3867.81
44102,3867.81
44103,3859.9
44104,3878.94
44105,3865.47
44106,3842.34
44107,3881.8
44108,3881.8
44109,3881.8
44110,3843.75
44111,3826.77
44112,3837.79
44113,3839.73
44114,3824.25
44115,3824.25
44116,3824.25
44117,3824.25
44118,3856.32
44119,3843.59
44120,3854.47
44121,3846.48
44122,3846.48
44123,3846.48
44124,3842.76
44125,3830.79
44126,3784.51
44127,3776.73
44128,3782.66
44129,3782.66
44130,3782.66
44131,3812.82
44132,3810.23
44133,3841.46
44134,3849.53
44135,3858.56
44136,3858.56
44137,3858.56
44138,3858.56
44139,3823.45
44140,3807.13
44141,3763.82
44142,3738.19
44143,3738.19
44144,3738.19
44145,3646.15
44146,3650.5
44147,3650.5
44148,3646.22
44149,3639.95
44150,3639.95
44151,3639.95
44152,3639.95
44153,3635.19
44154,3647.73
44155,3647.1
44156,3649.9
44157,3649.9
44158,3649.9
44159,3632.92
44160,3643.24
44161,3620.39
44162,3620.39
44163,3611.44
44164,3611.44
44165,3611.44
44166,3591.84
44167,3558.57
44168,3533.21
44169,3481.44
44170,3467.49
44171,3467.49
44172,3467.49
44173,3487.65
44174,3487.65
44175,3465.76
44176,3448.89
44177,3433.45
44178,3433.45
44179,3433.45
44180,3426.97
44181,3422.44
44182,3416.21
44183,3410.82
44184,3420.26
44185,3420.26
44186,3420.26
44187,3442.41
44188,3444.9
44189,3482.51
44190,3493.77
44191,3493.77
44192,3493.77
44193,3493.77
44194,3495.39
44195,3482.1
44196,3432.5
44197,3432.5
44198,3432.5
44199,3432.5
44200,3432.5
44201,3420.78
44202,3450.74
44203,3428.04
44204,3459.39
44205,3478.11
44206,3478.11
44207,3478.11
44208,3478.11
44209,3487.65
44210,3478.36
44211,3469.76
44212,3466.8
44213,3466.8
44214,3466.8
44215,3466.8
44216,3482.03
44217,3476.19
44218,3477.48
44219,3525.25
44220,3525.25
44221,3525.25
44222,3582.41
44223,3591.48
44224,3636.91
44225,3585.44
44226,3559.46
44227,3559.46
44228,3559.46
44229,3561.37
44230,3534.99
44231,3522.57
44232,3558.63
44233,3543.28
44234,3543.28
44235,3543.28
44236,3554.65
44237,3583.23
44238,3557.16
44239,3525.45
44240,3515.65
44241,3515.65
44242,3515.65
44243,3515.65
44244,3518.19
44245,3545.84
44246,3537.86
44247,3555.4
44248,3555.4
44249,3555.4
44250,3602.41
44251,3590.37
44252,3578.29
44253,3588.23
44254,3624.39
44255,3624.39
